Date : 2021-05-20 12:11:05
Directory : g:\SimpleRTS\SimpleRTS\Simplified_RTS
Total : 670 files,  137011 codes, 39399 comments, 29389 blanks, all 205799 lines

Languages
+-------------+------------+------------+------------+------------+------------+
| language    | files      | code       | comment    | blank      | total      |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\GraphGizmoHelper.cs                                                          | C#          |        125 |         18 |         22 |        165 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\GraphUpdateUtilities.cs                                                      | C#          |         33 |         66 |         12 |        111 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\PathUtilities.cs                                                             | C#          |        263 |        193 |         81 |        537 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\ProfileHelper.cs                                                             | C#          |         99 |          5 |         20 |        124 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\RetainedGizmos.cs                                                            | C#          |        243 |         80 |         54 |        377 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\Utilities\UnityReferenceHelper.cs                                                      | C#          |         30 |          4 |          5 |         39 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\link.xml                                                                               | XML         |         22 |          0 |          0 |         22 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\AstarPathfindingProject\package.json                                                                           | JSON        |          1 |          0 |          0 |          1 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\HEU_EditorApp.cs                                                                     | C#          |         88 |         32 |         16 |        136 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\HEU_EditorMenu.cs                                                                    | C#          |        269 |         59 |         48 |        376 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\HEU_EditorStrings.cs                                                                 | C#          |         26 |         29 |          9 |         64 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_CurveUI.cs                                                                    | C#          |      1,039 |        160 |        250 |      1,449 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_DragHandleMulti.cs                                                            | C#          |        219 |         42 |         54 |        315 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_EditorUI.cs                                                                   | C#          |        375 |         43 |         77 |        495 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_GeoSyncUI.cs                                                                  | C#          |         80 |         27 |         28 |        135 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_HandlesUI.cs                                                                  | C#          |        223 |         29 |         40 |        292 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_HoudiniAssetDebugUI.cs                                                        | C#          |         37 |         35 |         16 |         88 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_HoudiniAssetUI.cs                                                             | C#          |        809 |        104 |        192 |      1,105 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_InputNodeUI.cs                                                                | C#          |        238 |         45 |         56 |        339 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_InstanceInputUI.cs                                                            | C#          |        135 |         67 |         52 |        254 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_NodeSyncUI.cs                                                                 | C#          |         81 |         27 |         27 |        135 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_PDGAssetLinkUI.cs                                                             | C#          |        415 |         71 |        112 |        598 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_ParameterUI.cs                                                                | C#          |      1,185 |        178 |        247 |      1,610 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_SelectionWindow.cs                                                            | C#          |        301 |         32 |         75 |        408 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_SessionSyncWindow.cs                                                          | C#          |        679 |        180 |        144 |      1,003 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_SettingsWindow.cs                                                             | C#          |        657 |         35 |         77 |        769 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_ShelfToolsWindow.cs                                                           | C#          |        244 |         32 |         63 |        339 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Editor\UI\HEU_ToolsUI.cs                                                                    | C#          |      1,226 |        129 |        303 |      1,658 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_AssetEvents.cs                                                            | C#          |         19 |         46 |         10 |         75 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_AssetPreset.cs                                                            | C#          |        192 |         87 |         51 |        330 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_AssetUpdater.cs                                                           | C#          |        134 |         43 |         23 |        200 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_Curve.cs                                                                  | C#          |        385 |         63 |         87 |        535 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_GeneratedOutput.cs                                                        | C#          |        221 |         86 |         36 |        343 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_GeoNode.cs                                                                | C#          |        745 |        174 |        140 |      1,059 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_HoudiniAsset.cs                                                           | C#          |      2,957 |        730 |        647 |      4,334 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_HoudiniAssetRoot.cs                                                       | C#          |         56 |         54 |         19 |        129 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_InputNode.cs                                                              | C#          |        839 |        126 |        191 |      1,156 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_InstanceInputUIState.cs                                                   | C#          |         19 |         33 |          6 |         58 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_ObjectInstanceInfo.cs                                                     | C#          |         22 |         38 |         10 |         70 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_ObjectNode.cs                                                             | C#          |        519 |        151 |        103 |        773 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Asset\HEU_PartData.cs                                                               | C#          |      1,463 |        358 |        306 |      2,127 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Attributes\HEU_AttributeData.cs                                                     | C#          |         65 |         25 |         13 |        103 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Attributes\HEU_AttributesStore.cs                                                   | C#          |        852 |         78 |        161 |      1,091 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Attributes\HEU_OutputAttribute.cs                                                   | C#          |         15 |         32 |          7 |         54 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Attributes\HEU_OutputAttributesStore.cs                                             | C#          |         32 |         41 |          7 |         80 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_AssetDatabase.cs                                                           | C#          |        895 |        273 |        125 |      1,293 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_Defines.cs                                                                 | C#          |        216 |         78 |         65 |        359 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_HAPIUtility.cs                                                             | C#          |        855 |        282 |        189 |      1,326 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_HoudiniEngineError.cs                                                      | C#          |         22 |         28 |         11 |         61 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_Platform.cs                                                                | C#          |        370 |        120 |         75 |        565 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_PlatformWin.cs                                                             | C#          |        111 |         65 |         24 |        200 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_PluginSettings.cs                                                          | C#          |        774 |         33 |         68 |        875 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Core\HEU_PluginStorage.cs                                                           | C#          |        530 |        129 |         85 |        744 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Examples\HEU_ExampleEvergreenQuery.cs                                               | C#          |        239 |        136 |         56 |        431 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Examples\HEU_ExampleInstanceCustomAttribute.cs                                      | C#          |         89 |         51 |         21 |        161 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Examples\HEU_ScriptCallbackExample.cs                                               | C#          |         15 |         29 |          7 |         51 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Examples\HEU_ScriptMeshInputUVLayoutExample.cs                                      | C#          |        135 |         80 |         37 |        252 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Examples\HEU_ScriptParameterExample.cs                                              | C#          |         40 |         41 |         24 |        105 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\HAPI\HEU_HAPIData.cs                                                                | C#          |      1,157 |        191 |        287 |      1,635 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\HAPI\HEU_HAPIImports.cs                                                             | C#          |      1,337 |         56 |        234 |      1,627 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\HAPI\HEU_HAPIImportsPDG.cs                                                          | C#          |        166 |         32 |         29 |        227 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\HEU_HoudiniVersion.cs                                                               | C#          |         46 |         35 |         26 |        107 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Handles\HEU_Handle.cs                                                               | C#          |        349 |         35 |         87 |        471 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Handles\HEU_HandleParamBinding.cs                                                   | C#          |         23 |         30 |          9 |         62 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\PDG\HEU_PDGAssetLink.cs                                                             | C#          |        708 |        174 |        152 |      1,034 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\PDG\HEU_PDGObjects.cs                                                               | C#          |        109 |         45 |         34 |        188 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\PDG\HEU_PDGSession.cs                                                               | C#          |        521 |        123 |         92 |        736 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Parameters\HEU_ParameterData.cs                                                     | C#          |         92 |         60 |         37 |        189 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Parameters\HEU_ParameterModifier.cs                                                 | C#          |         33 |         32 |          9 |         74 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Parameters\HEU_ParameterUtility.cs                                                  | C#          |        311 |         31 |         32 |        374 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Parameters\HEU_Parameters.cs                                                        | C#          |        939 |        195 |        182 |      1,316 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Render\HEU_MaterialData.cs                                                          | C#          |        115 |         76 |         33 |        224 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Render\HEU_MaterialFactory.cs                                                       | C#          |        493 |         75 |         99 |        667 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Render\HEU_UnityMaterialInfo.cs                                                     | C#          |         15 |         28 |          3 |         46 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionBase.cs                                                         | C#          |        839 |        529 |        213 |      1,581 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionData.cs                                                         | C#          |        198 |         35 |         40 |        273 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionHAPI.cs                                                         | C#          |      1,564 |        588 |        287 |      2,439 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionManager.cs                                                      | C#          |        767 |        268 |        120 |      1,155 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionPDG.cs                                                          | C#          |        139 |         31 |         30 |        200 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sessions\HEU_SessionSyncInfo.cs                                                     | C#          |         41 |         43 |         14 |         98 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sync\HEU_BaseSync.cs                                                                | C#          |        815 |         96 |        202 |      1,113 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sync\HEU_GeoSync.cs                                                                 | C#          |         31 |         31 |         12 |         74 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Sync\HEU_NodeSync.cs                                                                | C#          |        149 |         42 |         48 |        239 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_Task.cs                                                                   | C#          |        125 |         34 |         26 |        185 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_TaskManager.cs                                                            | C#          |        147 |         45 |         22 |        214 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_ThreadManager.cs                                                          | C#          |         93 |         45 |         23 |        161 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_ThreadedLoadBuffers.cs                                                    | C#          |         95 |         32 |         31 |        158 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_ThreadedTask.cs                                                           | C#          |        183 |         87 |         45 |        315 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tasks\HEU_ThreadedTaskLoadGeo.cs                                                    | C#          |        874 |        148 |        204 |      1,226 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Tests\HEU_AssetEventReceiverTest.cs                                                 | C#          |         18 |         28 |          6 |         52 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_EditorUtility.cs                                                        | C#          |        938 |        183 |        125 |      1,246 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_GeneralUtility.cs                                                       | C#          |      1,348 |        361 |        201 |      1,910 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_GenerateGeoCache.cs                                                     | C#          |      1,738 |        322 |        398 |      2,458 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_GeoGroup.cs                                                             | C#          |         40 |         35 |         10 |         85 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_GeometryUtility.cs                                                      | C#          |        213 |         63 |         55 |        331 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputData.cs                                                            | C#          |          8 |         29 |          3 |         40 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputInterface.cs                                                       | C#          |         23 |         62 |         11 |         96 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputInterfaceMesh.cs                                                   | C#          |        528 |        114 |        111 |        753 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputInterfaceTerrain.cs                                                | C#          |        482 |        165 |        113 |        760 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputMeshUtility.cs                                                     | C#          |        188 |         41 |         35 |        264 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_InputUtility.cs                                                         | C#          |        202 |        104 |         39 |        345 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_MeshData.cs                                                             | C#          |         18 |         28 |          6 |         52 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_MeshIndexFormat.cs                                                      | C#          |         32 |         38 |          6 |         76 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_SerializableDictionary.cs                                               | C#          |        202 |         32 |         27 |        261 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_ShelfTools.cs                                                           | C#          |        575 |         46 |        125 |        746 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_SimpleJSON.cs                                                           | C#          |      1,087 |         46 |        143 |      1,276 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_SimpleJSONUnity.cs                                                      | C#          |        317 |         37 |         12 |        366 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_TerrainUtility.cs                                                       | C#          |        810 |        260 |        167 |      1,237 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_ToolsInfo.cs                                                            | C#          |         45 |         30 |         26 |        101 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Scripts\Utility\HEU_VolumeCache.cs                                                          | C#          |        913 |        182 |        201 |      1,296 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Shaders\HoudiniAlphaSpecularVertexColor.shader                                              | ShaderLab   |         34 |         25 |          8 |         67 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Shaders\HoudiniLineShader.shader                                                            | ShaderLab   |         39 |         26 |         10 |         75 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Plugins\HoudiniEngineUnity\Shaders\HoudiniSpecularVertexColor.shader                                                   | ShaderLab   |         34 |         25 |          7 |         66 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Quiz\Quiz.xml                                                                                                          | XML         |        193 |          0 |          0 |        193 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\ChinesePaintingPipeline\ChineseRenderPipeline.cs                                                             | C#          |         12 |          2 |          5 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\MixPicture.shader                                                                                            | ShaderLab   |         55 |          2 |         11 |         68 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Scripts\BrushPassRenderFeature.cs                                                                            | C#          |         29 |          0 |          6 |         35 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Shaders\ChinesePainting\BrushPass.shader                                                                     | ShaderLab   |        194 |         43 |         48 |        285 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Shaders\ChinesePainting\ChinesePainting.shader                                                               | ShaderLab   |        584 |        175 |        172 |        931 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Shaders\Sprites\Sprite.shader                                                                                | ShaderLab   |        198 |         14 |         81 |        293 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Shaders\Sprites\SpriteShadow.shader                                                                          | ShaderLab   |        380 |         65 |        109 |        554 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Rendering\Shaders\TestShader\ToonWater.shader                                                                          | ShaderLab   |        338 |         44 |        104 |        486 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Controllers\Camera\CameraController.cs                                                                         | C#          |         23 |          3 |          3 |         29 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Controllers\Camera\CameraScreenShot.cs                                                                         | C#          |         86 |         50 |         25 |        161 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Effect\BrokenIce.cs                                                                                            | C#          |         27 |         18 |          6 |         51 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\GameManager\GameManager.cs                                                                                     | C#          |         71 |         45 |         20 |        136 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\GameManager\Transformer.cs                                                                                     | C#          |         13 |          3 |          3 |         19 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\GameManager\UnitDict.cs                                                                                        | C#          |         11 |          0 |          1 |         12 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Gameplay\EventSystem\GlobalEventArgs.cs                                                                        | C#          |         41 |         45 |         14 |        100 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Gameplay\EventSystem\GlobalEventManager.cs                                                                     | C#          |         72 |         17 |         11 |        100 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Gameplay\ScienceTree\ScienceTreeBasic.cs                                                                       | C#          |          9 |          6 |          1 |         16 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Gameplay\ScienceTree\ScienceTreeNode.cs                                                                        | C#          |         37 |         35 |         13 |         85 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Init\Init.cs                                                                                                   | C#          |         12 |          0 |          1 |         13 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Loading\LoadingManager.cs                                                                                      | C#          |         49 |         10 |         10 |         69 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Network\NetworkLobbyManager.cs                                                                                 | C#          |        144 |         80 |         40 |        264 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Network\NetworkPlayerManager.cs                                                                                | C#          |         54 |         28 |         16 |         98 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\Player.cs                                                                                               | C#          |        457 |        217 |        126 |        800 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\PlayerAI.cs                                                                                             | C#          |        155 |         42 |         45 |        242 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\PlayerOnline_ASide.cs                                                                                   | C#          |         52 |         26 |         12 |         90 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\PlayerOnline_BSide.cs                                                                                   | C#          |         50 |         27 |         14 |         91 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\PollutionPlayerAI.cs                                                                                    | C#          |          6 |         12 |          0 |         18 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Player\ResourceDroper.cs                                                                                       | C#          |         65 |         33 |         17 |        115 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Render\SpriteRendererPlus.cs                                                                                   | C#          |         41 |         12 |          8 |         61 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Saver\DataTransfer.cs                                                                                          | C#          |         67 |         34 |         19 |        120 |
| g:\SimpleRTS\SimpleRTS\Simplified_RTS\Assets\Scripts\Saver\Quiz\Quiz.cs                                                                                             | C#          |         13 |          0 |          2 |         15 |
